Lampen_ID;XREF;YREF
01809;564322.37;5948834.09
01810;564306.12;5948806.94
01811;564288.17;5948780.32
01812;564267.84;5948756.01
01813;564255.87;5948738.80
01814;564404.68;5949077.03
01815;564392.71;5949046.04
01816;564384.29;5949015.51
01817;564376.92;5948984.72
01818;564369.23;5948954.39
01819;564360.89;5948926.09
01820;564416.13;5949098.39
01821;564579.13;5949312.43
01822;564570.41;5949290.09
01823;564553.42;5949256.37
01824;564535.44;5949230.82
01825;564514.35;5949207.37
01826;564495.85;5949188.41
01827;564474.64;5949166.96
01828;564453.00;5949144.81
01829;564433.79;5949123.20
01830;564573.23;5949484.46
01831;564577.70;5949451.85
01832;564580.33;5949427.90
01833;564583.27;5949398.10
01834;564584.75;5949369.47
01835;564584.66;5949340.20
01836;564569.35;5949516.90
01837;564536.55;5949678.80
01838;564550.75;5949624.79
01839;564562.68;5949568.89
01840;564522.87;5949731.70
01841;564498.30;5949924.02
01842;564498.92;5949891.61
01843;564504.76;5949828.07
01844;564510.17;5950221.06
01845;564510.01;5950192.39
01846;564505.71;5950100.26
01847;564482.14;5950267.14
01848;564482.74;5950290.09
01849;564517.28;5950293.05
01850;564513.18;5950262.57
01851;564511.77;5950130.54
01852;564503.38;5950063.78
01853;564499.45;5950016.26
01854;564498.67;5949955.47
01855;564495.46;5950373.18
01856;564498.80;5950342.57
01857;564502.19;5950307.35
01858;564487.38;5950433.64
01859;564532.53;5950447.53
01860;564535.64;5950517.96
01861;564552.10;5950527.50
01862;564581.51;5950649.41
01863;564592.37;5950694.95
01864;564596.31;5950766.90
01865;564633.18;5950862.54
01866;564622.15;5950843.30
01867;564611.31;5950822.58
01868;564602.61;5950801.61
01869;564594.50;5950780.86
01870;564609.19;5950787.81
01871;564621.42;5950815.02
01872;564640.50;5950849.89
01873;564659.85;5950883.83
01874;564751.22;5950964.57
01875;564673.42;5950903.90
01876;564688.36;5950930.09
01877;564697.02;5950940.15
01878;564718.26;5950958.13
01879;564739.88;5950978.43
01880;564693.12;5950906.19
01881;564678.91;5950886.00
01882;564764.57;5951005.86
01883;564789.68;5951026.53
01884;564817.88;5951049.85
01885;564843.32;5951073.29
01886;564853.71;5951105.33
01887;564862.80;5951136.08
01888;564869.66;5951181.64
01889;564876.87;5951203.73
01890;564885.75;5951202.94
01891;564884.04;5951225.56
01892;564896.13;5951234.06
01893;564891.36;5951247.87
01894;564913.08;5951236.33
01895;564864.10;5951161.69
01896;564876.23;5951170.67
01897;564939.33;5951291.69
01898;564931.01;5951265.50
01899;564907.05;5951264.28
01900;564898.50;5951269.69
01901;564905.53;5951291.23
01902;564915.20;5951294.56
01903;565003.71;5951344.04
01904;564981.98;5951349.30
01905;564946.41;5951390.60
01906;564960.62;5951354.54
01907;564953.28;5951335.86
01908;564946.73;5951315.01
01909;564925.12;5951324.61
01910;564935.40;5951356.27
01911;564980.13;5951441.90
01912;564973.32;5951419.75
01913;564948.58;5951406.58
01914;564957.34;5951424.36
01915;564955.07;5951426.51
01916;564963.33;5951451.63
01917;564966.35;5951456.46
01918;564970.93;5951475.05
01921;564995.44;5951548.51
01922;564984.47;5951517.61
01923;565015.46;5951613.37
01924;565007.04;5951586.88
01925;564933.55;5951652.76
01926;565041.49;5951683.55
01927;565053.64;5951743.25
01928;565065.94;5951809.16
01929;565023.08;5951645.74
01930;565001.82;5951769.42
01931;565075.76;5951860.54
01932;565087.53;5951920.47
01933;565098.14;5951973.70
01934;565112.59;5952030.39
01935;565159.94;5952051.71
01936;565183.63;5952048.53
01937;565135.66;5952092.86
01938;565146.90;5952123.36
01939;565156.66;5952150.91
01940;565166.98;5952183.06
01941;565181.84;5952378.02
01942;565185.40;5952334.05
01943;565180.44;5952291.40
01944;565173.59;5952249.07
01945;565168.67;5952227.12
01946;565110.99;5952422.47
01947;565100.40;5952386.47
01948;565129.52;5952389.23
01949;565159.49;5952392.16
01950;565119.42;5952451.06
01951;565178.10;5952463.28
01952;565178.20;5952420.77
01953;565157.36;5952485.93
01954;565118.50;5952478.63
01955;565177.76;5952510.85
01956;565177.23;5952555.45
01957;565177.32;5952600.23
01958;565114.27;5952506.74
01959;565111.90;5952548.80
01960;565109.76;5952585.73
01961;565143.76;5952587.69
01962;565176.41;5952645.15
01963;565151.23;5952629.37
01965;565123.67;5952627.70
01966;565096.40;5952626.08
01967;565157.98;5952702.97
01968;565154.85;5952683.72
01969;565162.51;5952717.80
01970;565188.42;5952743.38
01971;565300.56;5952855.91
01972;565276.45;5952835.35
01973;565252.65;5952814.29
01974;565228.19;5952793.61
01975;565207.28;5952775.48
01976;565348.57;5952897.29
01977;565324.71;5952876.64
01983;565412.25;5952929.93
01984;565430.18;5952780.43
01985;565426.41;5952805.86
01986;565422.59;5952830.82
01987;565420.68;5952855.67
01988;565419.05;5952880.70
01989;565416.25;5952905.53
01993;564432.11;5949084.73
01994;564471.71;5949071.85
01995;564511.26;5949059.30
01996;564553.75;5949048.48
01997;564596.30;5949038.86
01998;564817.64;5947983.08
01999;564784.63;5947973.03
02000;564773.39;5947969.42
02001;564790.13;5947948.10
02002;564803.40;5947929.29
02003;564751.69;5947962.48
02011;564805.28;5951060.40
02012;564720.93;5951084.58
02013;564745.48;5951079.94
02014;564766.56;5951074.06
02015;564784.43;5951064.58
02016;565054.06;5951352.03
02017;565210.11;5951342.88
02018;565181.01;5951322.78
02019;565184.43;5951336.71
02020;565165.13;5951347.11
02021;565141.87;5951352.70
02022;565118.63;5951358.34
02023;565094.82;5951364.09
02024;565070.37;5951369.98
02025;565044.48;5951376.19
02026;565028.81;5951386.23
02027;565007.63;5951387.49
02028;564991.40;5951385.69
02029;564971.74;5951389.91
02030;565189.56;5951353.91
02031;565192.65;5951314.38
02032;564972.89;5949112.10
02033;564749.14;5949234.89
02034;564777.18;5949220.43
02035;564806.52;5949205.96
02036;564831.74;5949193.54
02037;564857.60;5949180.66
02038;564886.62;5949166.39
02039;564913.18;5949153.15
02040;564940.06;5949139.30
02041;564974.98;5949131.39
02042;564590.93;5949332.85
02043;564619.90;5949314.54
02044;564643.72;5949299.42
02045;564668.90;5949283.24
02046;564698.17;5949264.51
02047;564723.18;5949248.59
02048;563744.75;5946704.81
02049;563766.92;5946566.70
02050;563761.48;5946482.74
02051;565712.53;5948950.40
02052;565746.47;5948942.30
02053;565769.07;5948920.47
02054;565779.92;5948888.78
02055;565514.85;5948028.39
02056;565480.98;5948000.31
02057;565451.26;5947973.39
02058;565389.65;5947849.23
02059;565401.50;5947890.48
02060;565412.70;5947929.59
02061;565358.59;5947741.09
02062;565368.06;5947774.07
02063;565378.93;5947811.79
02064;565322.40;5947612.43
02065;565327.52;5947630.03
02066;565334.85;5947655.36
02067;565340.74;5947676.15
02068;565346.89;5947697.47
02069;565352.87;5947718.12
02070;564973.58;5948179.53
02071;564937.85;5948169.18
02072;564918.28;5948194.48
02073;564909.09;5948228.25
02074;564899.25;5948262.50
02075;564888.49;5948295.29
02076;565766.54;5948686.84
02077;565769.82;5948657.91
02078;565772.91;5948629.86
02079;564824.41;5948422.25
02080;564745.72;5948494.04
02081;564773.80;5948459.15
02082;564887.75;5946432.09
02083;564831.66;5946463.27
02084;564765.04;5946500.45
02085;564721.42;5946524.70
02086;564690.55;5946542.11
02087;564663.73;5946557.09
02088;564635.52;5946566.50
02089;564608.48;5946557.46
02090;564575.67;5946529.01
02091;564542.52;5946500.41
02092;564508.56;5946472.22
02093;565047.44;5946343.48
02094;564994.76;5946372.91
02095;564940.62;5946402.82
02096;565026.45;5946170.63
02097;565025.96;5946215.74
02098;565036.54;5946260.91
02099;565054.52;5946318.29
02100;565319.91;5946180.44
02101;565289.56;5946199.51
02102;565259.25;5946217.80
02103;565231.09;5946234.64
02104;565203.68;5946251.11
02105;565176.90;5946267.11
02106;565145.95;5946285.97
02107;565092.08;5946318.13
02108;565193.32;5946051.64
02109;565247.44;5946052.58
02110;565330.13;5946116.50
02111;565336.94;5946150.65
02112;565157.40;5946014.80
02113;565159.88;5945979.66
02114;565162.83;5945944.14
02115;565165.64;5945908.42
02116;565072.85;5946102.39
02117;565107.61;5946062.80
02118;564937.33;5946134.15
02119;565001.17;5946146.10
02120;564824.06;5946078.43
02121;564875.55;5946115.76
02122;565086.47;5947679.58
02123;565028.67;5947753.42
02124;565001.82;5947788.68
02125;564990.00;5947806.24
02126;564949.84;5947869.98
02127;564909.33;5947923.57
02128;564884.20;5947954.06
02129;564811.57;5948048.99
02130;564845.56;5948002.05
02131;564993.29;5951230.22
02132;564971.80;5951235.66
02133;564954.57;5951239.83
02134;564928.87;5951246.05
02135;564567.27;5951713.00
02136;564566.79;5951691.03
02137;564549.81;5951643.34
02138;564543.69;5951618.91
02139;564538.84;5951598.02
02140;564538.90;5951749.07
02141;564646.81;5951870.04
02142;564638.55;5951864.99
02143;564626.01;5951859.43
02144;564643.59;5951856.76
02145;564658.67;5951852.78
02146;564651.74;5951861.75
02147;564590.95;5951789.97
02148;564584.85;5951765.50
02149;564579.15;5951739.35
02150;564604.98;5951816.98
02151;564611.16;5951842.42
02152;564681.37;5951892.90
02153;564653.64;5951875.93
02154;563680.34;5947616.09
02155;563595.12;5948479.02
02156;563550.65;5948382.53
02157;563586.61;5948445.24
02158;563545.13;5948314.11
02159;563559.63;5948263.95
02160;563535.46;5948575.76
02161;563586.97;5948506.02
02162;563430.02;5948699.00
02163;563455.14;5948670.30
02164;563474.66;5948646.70
02165;563491.69;5948626.72
02166;564894.64;5950416.83
02167;564905.17;5950400.29
02168;564916.15;5950383.33
02169;564936.31;5950393.87
02170;564954.83;5950403.59
02171;564973.43;5950413.28
02172;564992.19;5950423.10
02173;565012.34;5950433.62
02174;564922.79;5950603.80
02175;564918.10;5950585.22
02176;564898.31;5950574.07
02177;564882.30;5950560.35
02178;564869.90;5950544.07
02179;564861.83;5950526.76
02180;564860.73;5950507.91
02181;564860.83;5950488.30
02182;564864.58;5950469.94
02183;564872.24;5950452.58
02187;564939.74;5950612.92
02188;564956.45;5950621.86
02189;564973.34;5950630.99
02190;564989.99;5950639.99
02191;565009.40;5950650.54
02192;565029.81;5950661.60
02193;565051.54;5950668.63
02194;565084.75;5950674.92
02195;565066.82;5950656.72
02196;565111.90;5950689.63
02197;565137.50;5950703.27
02198;565163.95;5950717.53
02199;565186.59;5950730.89
02200;565212.41;5950751.35
02201;565233.77;5950773.95
02202;565254.15;5950796.03
02203;565274.55;5950819.22
02204;565294.85;5950840.10
02205;565315.41;5950862.30
02208;565333.49;5950886.40
02209;565342.49;5950915.24
02211;565500.78;5951053.47
02212;565498.77;5951080.39
02213;565481.65;5951066.94
02214;565482.51;5951054.30
02215;565502.25;5951025.49
02216;565504.19;5950996.35
02217;565478.66;5950967.68
02218;565450.47;5950973.50
02219;565425.48;5950967.28
02220;565397.97;5950973.04
02221;565504.57;5950967.22
02222;565371.37;5950978.65
02223;565349.84;5950950.82
02224;565356.08;5950980.40
02225;565362.16;5951009.84
02226;565358.48;5951033.66
02228;565371.30;5951045.35
02229;565389.47;5951066.80
02230;565416.93;5951077.03
02231;565445.63;5951086.84
02232;565471.89;5951095.87
02233;565454.79;5951358.65
02234;565453.69;5951341.49
02235;565458.60;5951320.81
02236;565459.70;5951304.93
02237;565460.71;5951291.27
02238;565462.12;5951268.59
02239;565476.26;5951320.05
02240;565455.83;5951251.94
02241;565432.67;5951212.40
02242;565423.05;5951194.33
02243;565468.93;5951196.79
02244;565488.08;5951114.03
02245;565486.43;5951144.00
02246;565484.74;5951173.64
02247;565502.94;5951097.43
02248;565535.37;5951104.18
02249;565518.57;5951098.46
02250;565646.06;5951235.32
02251;565642.26;5951211.60
02252;565640.50;5951178.54
02253;565548.00;5951086.10
02254;565549.20;5951060.92
02255;565550.15;5951035.36
02256;565551.02;5951010.71
02257;565551.87;5950985.72
02258;565552.71;5950960.52
02259;565553.52;5950935.77
02260;565554.33;5950911.10
02261;565555.15;5950886.83
02262;565556.04;5950862.13
02263;565556.80;5950837.46
02264;565566.13;5950812.85
02265;565620.94;5951143.10
02266;565594.27;5951128.61
02267;565567.34;5951119.32
02268;565660.60;5951314.07
02269;565651.80;5951284.85
02270;565647.10;5951259.86
02271;565673.76;5951345.82
02272;565745.03;5951863.07
02273;565746.94;5951838.97
02274;565741.25;5951819.76
02275;565761.50;5951815.18
02276;565785.11;5951798.77
02277;565818.19;5951797.17
02278;565839.83;5951793.71
02279;565863.53;5951776.04
02280;565846.99;5951766.94
02281;565854.69;5951736.66
02282;564875.38;5951410.94
02283;564897.42;5951411.26
02284;564921.43;5951407.54
02285;564807.77;5951335.14
02286;564740.32;5951283.40
02287;564684.29;5951307.80
02288;564709.74;5951320.71
02289;564734.04;5951331.10
02290;564751.80;5951335.79
02291;564780.69;5951347.92
02292;564835.92;5951384.76
02293;564862.63;5951380.80
02294;564836.12;5951369.62
02295;564806.42;5951357.16
02296;564666.18;5951292.24
02297;564639.83;5951276.43
02298;564612.17;5951264.76
02299;564582.60;5951259.05
02300;564561.22;5951249.88
02301;564544.52;5951235.90
02302;564516.88;5951224.38
02303;564460.76;5951203.31
02304;564471.93;5951215.13
02305;564482.75;5951211.22
02306;565443.06;5947741.71
02307;565451.78;5947770.54
02308;565426.09;5948498.03
02309;565419.56;5948469.00
02310;565406.32;5948410.71
02311;565391.99;5948347.47
02312;565385.41;5948318.92
02313;565377.91;5948288.53
02314;565370.30;5948258.26
02315;565361.18;5948220.20
02316;565354.70;5948192.85
02317;565347.97;5948165.12
02318;565340.67;5948135.97
02319;565333.77;5948106.88
02320;565290.67;5947965.57
02321;565326.94;5948077.64
02322;565319.98;5948048.44
02323;565312.98;5948018.98
02324;565306.27;5947989.47
02325;565303.07;5947936.54
02326;564658.75;5948383.74
02327;564603.33;5948422.10
02328;564343.58;5948540.58
02329;564555.47;5948437.81
02330;564494.68;5948455.65
02331;564470.15;5948458.97
02332;564437.46;5948463.35
02333;564405.28;5948466.20
02334;564375.97;5948541.87
02335;564387.38;5948501.35
02336;564388.50;5948481.27
02337;565111.00;5947536.78
02338;565130.69;5947564.98
02339;565149.88;5947588.47
02340;565170.11;5947609.93
02341;565192.78;5947623.63
02342;565070.93;5947401.88
02343;565080.54;5947428.96
02344;565087.34;5947454.11
02345;565093.94;5947482.84
02346;565100.77;5947509.00
02347;565020.96;5947349.52
02348;564997.67;5947336.22
02349;564975.96;5947308.86
02350;564938.94;5947282.73
02351;564912.59;5947270.66
02352;564888.15;5947245.96
02353;564883.90;5947211.99
02354;564888.52;5947177.49
02355;564876.22;5947137.12
02356;564171.39;5948579.67
02357;564364.22;5948596.34
02358;564412.28;5948596.54
02359;564459.40;5948594.06
02360;564502.18;5948592.05
02361;564545.53;5948589.80
02362;564591.01;5948586.61
02363;564633.33;5948576.61
02364;564678.78;5948560.72
02366;564228.13;5948585.49
02368;563909.25;5948191.53
02369;563869.79;5948209.45
02370;563643.38;5948249.24
02371;563607.56;5948245.61
02372;563808.18;5948192.49
02373;563685.50;5948241.17
02374;563719.43;5948224.54
02375;563753.20;5948208.51
02376;563941.44;5947597.89
02377;563730.02;5947628.99
02378;563773.73;5947631.80
02379;563838.85;5947631.38
02380;565626.62;5951921.93
02381;565612.12;5951909.61
02382;565591.02;5951887.39
02383;565581.85;5951863.82
02384;565599.14;5951855.10
02385;564459.04;5951050.20
02386;564477.00;5951050.08
02387;564500.31;5951049.97
02388;564523.50;5951049.71
02389;565075.64;5951261.66
02390;565075.29;5951282.06
02391;565053.15;5951283.73
02392;565030.77;5951289.02
02396;564619.37;5946844.18
02397;564599.30;5946866.71
02398;564579.24;5946889.20
02399;564559.03;5946910.97
02400;564937.34;5946750.82
02401;564907.20;5946761.85
02402;564877.20;5946772.56
02403;564809.61;5946795.67
02404;564783.75;5946793.50
02405;564762.36;5946792.33
02406;564732.10;5946790.16
02407;564711.06;5946788.56
02408;564713.48;5946816.34
02409;564742.24;5946819.23
02410;564772.95;5946821.62
02411;564800.13;5946821.46
02412;564826.67;5946812.99
02413;564972.08;5946748.39
02414;564941.44;5946755.17
02415;564912.80;5946765.01
02416;564884.81;5946774.51
02417;564856.08;5946785.58
02418;564822.19;5946800.65
02419;564791.92;5946805.97
02420;564761.14;5946802.97
02421;564734.81;5946802.55
02422;564710.23;5946800.96
02423;564678.03;5946805.66
02424;564651.25;5946817.13
02425;565006.80;5946746.02
02426;565133.53;5946745.38
02427;565101.20;5946740.42
02428;565076.83;5946739.25
02429;565042.89;5946738.85
02430;565159.51;5946757.76
02431;565130.73;5946750.77
02432;565099.27;5946747.51
02433;565073.54;5946746.17
02434;565043.15;5946746.15
02435;565209.75;5946783.04
02436;565237.90;5946791.48
02437;565267.50;5946800.41
02438;565295.39;5946808.79
02439;565323.52;5946817.29
02440;565196.55;5946767.46
02441;565361.43;5946833.36
02442;565399.97;5946834.85
02443;565452.87;5946828.72
02444;564739.79;5951530.08
02445;564734.09;5951494.33
02446;564718.29;5951531.49
02447;564693.68;5951590.59
02448;564723.08;5951570.35
02449;564706.14;5951615.66
02450;564698.49;5951878.58
02451;564727.42;5951828.50
02452;564719.78;5951779.07
02453;564704.72;5951717.38
02454;564692.87;5951668.96
02455;564684.64;5951631.28
02456;564704.66;5951648.98
02457;564715.59;5951692.96
02458;564727.27;5951741.57
02459;564741.86;5951800.81
02460;564727.94;5951861.27
02461;564700.97;5951905.40
02462;564677.86;5951717.23
02463;564693.80;5951807.21
02464;564718.79;5951924.06
02465;564712.62;5951920.29
02466;564640.95;5951972.69
02467;564669.26;5951926.57
02468;564680.33;5951950.34
02469;564667.99;5951959.79
02470;564653.33;5951994.73
02471;564627.70;5951995.99
02472;564641.37;5950884.21
02473;564623.82;5950901.26
02474;564606.50;5950918.16
02475;564593.19;5950931.15
02476;564592.82;5950974.29
02477;564555.98;5950967.08
02478;564541.59;5951010.35
02479;564541.71;5951033.29
02480;564541.86;5951056.11
02481;564542.10;5951084.17
02482;564542.28;5951108.70
02483;564519.56;5951179.19
02484;564528.94;5951156.85
02485;564538.91;5951132.63
02486;562867.47;5951100.14
02487;562825.96;5951161.23
02488;564537.54;5950984.66
02489;564513.17;5950984.80
02490;564491.70;5950991.51
02491;564551.18;5950844.52
02492;564486.21;5950882.76
02493;564486.49;5950912.03
02494;564486.66;5950942.06
02495;564509.71;5950878.47
02496;564533.21;5950864.73
02497;564559.66;5950867.82
02498;564570.47;5950890.64
02499;564582.78;5950912.27
02500;564139.44;5947544.65
02501;564112.03;5947537.22
02502;564092.68;5947523.07
02503;564066.76;5947515.22
02504;564038.66;5947506.75
02505;564335.57;5947583.07
02506;564298.64;5947556.57
02507;564270.52;5947545.00
02508;564241.44;5947538.80
02509;564210.83;5947540.05
02510;564183.35;5947544.89
02511;565239.44;5950650.99
02512;565264.19;5950671.59
02513;565291.40;5950699.17
02514;565311.94;5950725.16
02515;565335.46;5950760.92
02516;565354.69;5950798.16
02517;565368.38;5950834.15
02518;563983.50;5948203.14
02519;564011.04;5948211.05
02520;564039.39;5948220.74
02521;564069.55;5948230.12
02522;564101.21;5948237.76
02523;564131.80;5948243.12
02524;564160.13;5948248.38
02525;564195.37;5948254.96
02526;564224.98;5948261.69
02527;564255.36;5948268.65
02528;564282.78;5948279.12
02529;564315.44;5948294.99
02530;564405.15;5948339.35
02531;564437.05;5948334.86
02532;564507.24;5948313.23
02533;564538.54;5948302.16
02534;564573.01;5948299.39
02535;564603.16;5948312.75
02536;564636.19;5948331.68
02537;564667.92;5948348.44
02538;564481.76;5948309.18
02539;564728.71;5948380.85
02540;564760.53;5948396.65
02541;564792.53;5948410.57
02542;564857.49;5948432.32
02543;564888.07;5948440.45
02544;564993.64;5949349.35
02545;564995.62;5949318.29
02546;564995.02;5949282.40
02547;564994.09;5949246.45
02548;564993.18;5949212.40
02549;564992.45;5949182.26
02550;564992.01;5949152.01
02551;564977.61;5949367.27
02552;564952.75;5949483.04
02553;564972.91;5949408.19
02554;564968.07;5949440.58
02555;564962.29;5949471.84
02556;564954.60;5949506.58
02557;564945.65;5949544.61
02558;564936.61;5949582.72
02560;564858.01;5949649.72
02561;564823.58;5949675.36
02562;564802.25;5949695.02
02563;564777.58;5949730.83
02564;564757.10;5949759.81
02565;564731.13;5949792.88
02566;564706.97;5949823.59
02567;564648.26;5949889.49
02568;564581.46;5949959.79
02569;564697.17;5949836.76
02570;564676.68;5949859.07
02571;564620.97;5949918.26
02572;564544.17;5949947.16
02573;564507.13;5949932.84
02574;563717.38;5948743.81
02575;563656.70;5948619.66
02576;563632.57;5948559.60
02577;563687.31;5948681.95
02578;564671.45;5948902.10
02579;564714.83;5948890.86
02580;564769.60;5948871.12
02581;564808.06;5948851.99
02582;564834.07;5948835.48
02583;564854.91;5948825.30
02584;564720.09;5949457.88
02585;564721.04;5949417.43
02586;564739.07;5949384.42
02587;564774.56;5949373.47
02588;564812.88;5949371.92
02589;564857.27;5949369.96
02590;564890.26;5949369.15
02591;564930.89;5949366.79
02592;564969.08;5949362.45
02593;564676.72;5949673.50
02594;564707.71;5949596.21
02595;564711.31;5949550.49
02596;564716.91;5949516.83
02597;565088.59;5948518.91
02598;565151.56;5948336.57
02599;565135.67;5948370.26
02600;565104.06;5948440.30
02601;565093.79;5948476.60
02602;565118.15;5948407.50
02603;565108.29;5948272.72
02604;565129.59;5948290.42
02605;565152.08;5948309.17
02606;564463.05;5951114.26
02607;564464.24;5951130.63
02608;564490.61;5951122.22
02609;564515.61;5951125.38
02610;565836.64;5949081.81
02611;565862.51;5949088.31
02612;565859.35;5949079.74
02613;565882.10;5949085.56
02614;565701.14;5949095.20
02615;565671.09;5949093.42
02616;565724.66;5949095.41
02617;565734.30;5949069.11
02618;565759.13;5949077.29
02619;565784.35;5949078.60
02620;565809.42;5949079.79
02621;565836.72;5949176.72
02622;565868.30;5949177.88
02623;565724.09;5949152.68
02624;565722.91;5949131.31
02625;565786.10;5949174.94
02626;565747.40;5949172.16
02627;565708.59;5949164.39
02628;565663.59;5949156.11
02629;565610.10;5949161.47
02630;565707.20;5949191.45
02631;565697.93;5949225.37
02632;565670.64;5949335.29
02633;565660.07;5949376.21
02634;565648.41;5949410.67
02635;565631.71;5949439.89
02636;565611.04;5949474.33
02637;565597.26;5949505.49
02638;565585.80;5949538.80
02639;565574.53;5949571.83
02640;565574.64;5949586.95
02641;565536.79;5949716.03
02642;565544.85;5949689.01
02643;565551.47;5949662.30
02644;565559.03;5949631.64
02645;565566.61;5949603.33
02646;565621.76;5949727.87
02647;565592.75;5949729.26
02648;565563.09;5949726.65
02649;565526.41;5949743.18
02650;565621.45;5949763.91
02651;565588.21;5949764.78
02652;565554.76;5949760.63
02653;565503.11;5949839.81
02654;565495.81;5949826.15
02655;565504.57;5949797.96
02656;565515.46;5949770.31
02657;565454.01;5950046.76
02658;565459.66;5950008.52
02659;565465.76;5949969.35
02660;565472.25;5949930.67
02661;565481.26;5949888.38
02662;565489.06;5949856.12
02663;565442.61;5950127.98
02664;565448.15;5950088.02
02665;565434.05;5950208.40
02666;565438.07;5950172.94
02667;564775.51;5948957.47
02668;564800.71;5948954.56
02669;564821.52;5948988.17
02670;564960.22;5947198.33
02671;564898.38;5947163.34
02672;565067.20;5947182.13
02673;565074.31;5947212.39
02674;565044.02;5947158.19
02675;565011.67;5947152.34
02676;564966.42;5947147.88
02677;564928.59;5947149.37
02680;563657.13;5950051.89
02681;563685.81;5949951.35
02682;565764.29;5948751.53
02683;565635.00;5948703.80
02684;565615.68;5948704.01
02685;565654.09;5948705.95
02686;565682.78;5948711.73
02687;565719.24;5948728.16
02688;565743.13;5948753.72
02689;565753.56;5948793.19
02690;565747.77;5948828.74
02691;565771.57;5948709.25
02692;565506.42;5948661.64
02693;565571.33;5948689.59
02694;565335.02;5950711.69
02695;565365.95;5950691.33
02696;565392.06;5950677.02
02697;565418.42;5950649.21
02698;563415.02;5948255.73
02699;563381.24;5948268.57
02700;563353.55;5948279.13
02701;563441.78;5948245.03
02702;565509.97;5949390.95
02703;565576.39;5949389.14
02704;565442.78;5948555.29
02705;565452.79;5948627.66
02706;565448.30;5948593.88
02707;565425.89;5948550.88
02708;565425.89;5948550.88
02709;565521.06;5948734.16
02710;565485.02;5948732.53
02711;565418.14;5948923.10
02712;565435.69;5948890.65
02713;565450.42;5948863.27
02714;565459.53;5948836.08
02715;565463.98;5948807.36
02716;565463.71;5948781.96
02717;565461.65;5948751.67
02718;565460.37;5948721.30
02719;565458.98;5948691.39
02720;565456.88;5948659.84
02721;565394.90;5949019.97
02722;565394.85;5948986.53
02723;565378.28;5949022.20
02724;565344.27;5949021.52
02725;565318.11;5949019.31
02726;565265.78;5949015.35
02727;565257.15;5949038.19
02728;565299.61;5949028.82
02729;565261.58;5949004.06
02730;565249.83;5948908.50
02731;565238.04;5948874.15
02732;565235.33;5948867.11
02733;565231.75;5948827.08
02734;565234.99;5948785.66
02735;565242.53;5948744.11
02736;565400.18;5949046.35
02737;565407.03;5949084.82
02738;565426.07;5949177.11
02739;565419.99;5949147.67
02740;565413.53;5949115.70
02741;565450.83;5949180.96
02742;565481.37;5949182.78
02743;565439.70;5949262.99
02744;565435.52;5949233.65
02745;565434.57;5949219.04
02746;565431.12;5949205.10
02747;565434.21;5949292.36
02748;565437.65;5949319.34
02749;565441.28;5949347.39
02750;565445.19;5949377.33
02751;565460.01;5949444.69
02752;565469.98;5949472.86
02753;565479.31;5949501.35
02754;565488.33;5949530.49
02755;565174.34;5950933.31
02756;565198.45;5950910.79
02757;565221.02;5950890.28
02758;565243.09;5950869.96
02759;565266.49;5950848.29
02760;565156.34;5949590.51
02761;565184.44;5949603.50
02762;565213.14;5949613.22
02763;565243.26;5949618.03
02764;565231.94;5949748.08
02765;565206.65;5949736.27
02766;565185.24;5949718.25
02767;565163.96;5949687.20
02768;565154.82;5949659.71
02769;565148.02;5949625.07
02770;565136.73;5950848.63
02771;565169.92;5950785.05
02772;565156.11;5950797.75
02773;565145.40;5950807.57
02774;565163.23;5950824.38
02775;565185.07;5950804.44
02776;565205.20;5950785.97
02777;564278.88;5948540.82
02778;564310.48;5948539.65
02779;564311.36;5948507.07
02780;564235.69;5948473.87
02781;564236.54;5948510.54
02782;564157.29;5948472.58
02783;564091.37;5948511.60
02784;564178.35;5948533.01
02785;564220.57;5948545.99
02786;564249.68;5948542.60
02787;564192.78;5948549.53
02788;564166.85;5948514.78
02789;564074.13;5948467.58
02790;565505.53;5950924.69
02791;565509.57;5950892.26
02792;565511.26;5950863.16
02793;565513.04;5950836.71
02794;565450.00;5950926.61
02795;565425.97;5950924.95
02796;565396.64;5950931.15
02797;565231.79;5948323.87
02798;565252.60;5948307.46
02799;565264.93;5948281.76
02800;565266.66;5948254.21
02801;565264.63;5948226.19
02802;565262.51;5948197.59
02803;565260.99;5948169.74
02804;565269.12;5948144.89
02805;565289.05;5948127.11
02806;565315.21;5948119.74
02807;565176.48;5948324.00
02808;565202.79;5948330.05
02809;565216.99;5948341.69
02810;565208.27;5948367.87
02811;565196.58;5948392.70
02812;564296.58;5948369.71
02813;564317.28;5948331.57
02814;564349.27;5948315.80
02815;564371.74;5948328.28
02816;564204.15;5948437.27
02817;564243.24;5948434.64
02818;564275.06;5948408.10
02819;564164.49;5948442.06
02820;565519.67;5948368.75
02821;565555.98;5948366.92
02822;565588.09;5948355.01
02823;565496.63;5948336.87
02824;565517.44;5948342.72
02825;565547.52;5948333.40
02826;565570.30;5948306.94
02827;565489.41;5948381.13
02828;565446.61;5948356.26
02829;565088.41;5949416.15
02830;565065.79;5949408.16
02831;565037.60;5949398.48
02832;565009.61;5949385.89
02833;565342.48;5949501.89
02834;565313.41;5949499.24
02835;565285.36;5949488.90
02836;565257.27;5949478.25
02837;565229.11;5949468.03
02838;565200.97;5949457.59
02839;565172.90;5949447.17
